worker_id,gender,age,party,voting_for,state,title,source,candidate,flesch,is_complex,fair,trust
20512953,female,30-49,democrat,Hillary Clinton,CA,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,0,1
35920592,male,18-29,democrat,Hillary Clinton,NY,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,-1,0
35920592,male,18-29,democrat,Hillary Clinton,NY,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,-1,-1
35920592,male,18-29,democrat,Hillary Clinton,NY,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,-2,-1
35920592,male,18-29,democrat,Hillary Clinton,NY,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,1,0
35920592,male,18-29,democrat,Hillary Clinton,NY,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,0,0
35920592,male,18-29,democrat,Hillary Clinton,NY,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,-1,-1
35920592,male,18-29,democrat,Hillary Clinton,NY,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,1,0
35920592,male,18-29,democrat,Hillary Clinton,NY,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,1,1
26643631,female,30-49,independent_other,Bernie Sanders,CA,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,1,0
26643631,female,30-49,independent_other,Bernie Sanders,CA,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,1,1
26643631,female,30-49,independent_other,Bernie Sanders,CA,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,-1,-1
26643631,female,30-49,independent_other,Bernie Sanders,CA,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,1,1
26643631,female,30-49,independent_other,Bernie Sanders,CA,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,1,1
26643631,female,30-49,independent_other,Bernie Sanders,CA,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,0,0
26643631,female,30-49,independent_other,Bernie Sanders,CA,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,1,0
26643631,female,30-49,independent_other,Bernie Sanders,CA,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,1,0
35921003,male,18-29,democrat,Hillary Clinton,NY,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,-1,0
35921003,male,18-29,democrat,Hillary Clinton,NY,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,-1,0
35921003,male,18-29,democrat,Hillary Clinton,NY,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,-1,0
35921003,male,18-29,democrat,Hillary Clinton,NY,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,1,1
35921003,male,18-29,democrat,Hillary Clinton,NY,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,-1,-1
35921003,male,18-29,democrat,Hillary Clinton,NY,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,-1,0
35921003,male,18-29,democrat,Hillary Clinton,NY,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,-1,0
35921003,male,18-29,democrat,Hillary Clinton,NY,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,1,0
9559045,female,30-49,republican,Ted Cruz,TX,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,1,1
9559045,female,30-49,republican,Ted Cruz,TX,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,1,1
9559045,female,30-49,republican,Ted Cruz,TX,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,0,0
9559045,female,30-49,republican,Ted Cruz,TX,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,0,0
9559045,female,30-49,republican,Ted Cruz,TX,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,0,0
9559045,female,30-49,republican,Ted Cruz,TX,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,1,1
9559045,female,30-49,republican,Ted Cruz,TX,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,0,0
9559045,female,30-49,republican,Ted Cruz,TX,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,0,0
