author,follower_ct,friends_count,favourites_count,verified
15237935,5869,1573,2809,False
97976809,259,791,232,False
565702807,3096,3311,2537,False
15306411,1427,931,2723,False
48904521,3413,3754,1160,False
17814209,2867,3179,15642,False
246244825,1053,900,1323,False
2140,429,696,1972,False
34850536,25577,2223,842,False
3290582388,166,205,650,False
12095732,2152,2297,23,False
17081631,7783,6318,427,False
86807258,14,31,695,False
386874585,467,940,2406,False
18021621,6239,2056,725,False
14179184,50,35,68,False
404376859,134,189,126,False
117304641,1101,1259,444,False
797469726,726,1199,15742,False
535319008,1045,1111,1014,False
81157313,8773,1070,2599,False
174245951,600,966,4,False
61279611,278,390,7746,False
12034642,44006,4403,580,True
19155375,658,819,1284,False
37362374,41,216,807,False
803721248,322,278,4632,False
43458803,1517,1750,41435,False
32892321,2032,1760,1488,False
339212514,19,88,201,False
50168572,1601,251,245,False
22069212,3796,2257,5637,False
2683813622,124,101,3378,False
20263710,106400,445,57852,False
212110673,233,936,360,False
2571166136,638,619,7465,False
41691959,4507,3924,16286,False
20992556,5970,102,1311,False
81438841,9264,9803,14633,False
702634449050181632,,,,
37436193,707,992,157,False
13737822,9321,1169,6960,False
1900586132,723,1703,3204,False
14186773,1475,1957,5,False
12423202,2679,1919,111,False
16130339,4235,4238,467,False
1305203971,1481,627,1,False
114489528,45288,8448,1731,False
253203280,395,539,318,False
25190489,7022,3439,875,True
20167716,4956,1000,9152,False
578348764,732,242,13402,False
3388012540,,,,
281640789,130,544,23,False
2921084698,5780,5706,8996,False
15970567,15473,7858,1829,True
97837908,598,925,3260,False
900162056,1015,895,374,False
419240341,373,212,218,False
29581101,991,2227,1596,False
13745962,3514,1111,23862,False
22730618,5063,5415,4061,False
19028350,10302,9557,2601,False
21700839,974,494,783,False
1568555347,597,766,49,False
7839052,975,1226,1625,False
41900091,143,504,48,False
4693602139,1492,1828,15892,False
25801216,1899,2740,17166,False
2766862088,382,401,1260,False
1482630408,763,543,1034,False
19261510,202,151,1536,False
15753057,8578,1129,11,False
458522324,24861,2714,671,False
41516710,24280,305,11225,False
59349071,1579,1465,875,False
106591943,493,1191,1355,False
3440693962,24385,4594,10879,False
241140071,11530,9132,37949,False
19236012,1029,1998,2899,False
3141765771,1266,904,1760,False
862030153,5499,1048,29379,False
624055459,40,109,386,False
154867218,62,651,717,False
232625982,2953,2274,16,False
252782781,148,230,31,False
370681569,422,322,4381,False
39076082,9156,5781,331,False
147799780,2543,2966,2477,False
431564263,2113,1567,3712,False
1833727315,560,634,288,False
1014391382,844,404,64,False
767924785,1079,4164,10589,False
153047235,1233,381,58,False
100578161,673,1108,30,False
534575464,558,872,897,False
84602512,3332,3346,1095,False
477044182,1632,677,4890,False
4369570102,,,,
25021862,4061,3978,19835,False
21175813,1087,2477,4440,False
21577373,97,271,431,False
349844116,2204,1976,209,False
8878882,515,516,14213,False
1050271441,619,552,5366,False
1719285439,120,174,103,False
37738073,5379,1411,2370,False
1903011139,5793,5341,154421,False
15525938,2264,1325,973,False
76938029,4528,3943,2737,False
16955514,5962,960,231,False
542814013,,,,
298214141,2408,2394,14,False
23397543,202,779,15,False
22047190,905,1109,4966,False
91417169,375,705,219,False
3154619140,1074,4999,4,False
249886579,154,257,27,False
2666945642,1225,1066,860,True
968186706,830,2210,11,False
51453836,737,1095,1928,False
121547313,835,2162,544,False
30973100,500,440,5035,False
20289960,2636,2883,7246,False
313750447,743,1083,2902,False
2975604540,280,431,15926,False
54251340,2491,384,3897,False
2912578949,1254,1970,25,False
55756399,3970,1339,4265,True
14649985,206,1517,0,False
21131088,1483,325,0,False
17964208,454,624,441,False
19396560,51557,5682,545,False
16915314,27644,30341,2533,False
72750421,3479,4054,10412,False
14945340,914,318,135,False
48185455,385,58,8484,False
17907072,4379,4932,26,False
2168933815,7480,6886,1812,False
14716378,89,103,9,False
1638474192,259,244,4691,False
206383394,626,1158,6,False
116056253,402,376,2295,False
18309469,288,132,7,False
2950496525,0,10,8,False
57840698,100,302,147,False
2414736038,498,416,5887,False
1577528576,1311,1331,1396,False
117061128,276,290,0,False
32467299,2099,1353,3740,False
40832165,959,1651,9,False
73929597,1319,1014,284,False
16886990,693,1095,433,False
1027795165,1464,3075,11617,False
14658327,1516,750,170,False
1034054106,548,909,293,False
260537575,249,328,1629,False
15520196,2635,1678,1022,False
89092359,330,280,397,False
22261288,3051,728,311,False
76967116,9138,360,1185,False
90888044,3395,4098,39714,False
607655933,846,1862,274,False
4332585321,2,6,1,False
793204987,310,710,184,False
48068610,1761,204,652,False
69685624,16931,18403,33,False
20524712,9966,400,1,False
161876451,2535,2369,183,False
19611642,5242,5098,22157,False
525404349,263,42,15,False
17911598,1833,792,38,False
798890670,11820,11755,18210,False
17519042,45,76,1,False
336675442,597,454,4705,False
280474237,419,1223,154,False
2599012962,70,200,10,False
529702420,15,132,39,False
3008850368,3498,3137,1190,False
17048471,1024,777,199,False
50232027,41,187,3,False
4489111587,13,48,421,False
7242402,3277,2561,1251,False
66171661,465,368,232,False
1447017924,691,1716,1927,False
10696392,17363,2562,5697,True
4346736432,305,615,7850,False
70098073,624,1863,1081,False
547849237,120,308,614,False
754349186,104,439,0,False
5900562,935,323,2179,False
2921914742,459,404,5158,False
499074321,49,246,784,False
16871957,509,237,33,False
4809610164,13,70,186,False
1345739496,333,191,1749,False
703782215436513280,394,1389,2657,False
123363589,174,329,66,False
310942227,714,375,8190,False
1281002336,281,762,1773,False
47488239,246,765,1811,False
4615325543,542,842,953,False
72061615,500,584,607,False
22238505,596,374,5148,False
304139802,159,184,1,False
194823128,500,205,31116,False
19043211,183,564,43,False
932961542,578,1029,9910,False
3217059185,1873,343,172,False
302667233,39,52,233,False
1689730212,83,17,15,False
16685862,235,523,737,False
260251402,24,52,42,False
19965948,475,809,156,False
309388811,66,182,8,False
285355995,104,69,2,False
37532300,3451,3327,7,False
26186983,439,2061,398,False
15691609,5096,2564,5421,False
91909309,1689,2016,4196,False
4903151,1581,1003,98,False
363240308,1397,3392,4422,False
82347138,1470,1872,2368,False
66243483,191,85,3924,False
19639659,1448,1216,33099,False
3232054991,33316,1,1,False
2753095495,557,2083,116,False
3976676854,12603,4471,4701,False
59491152,2204,903,727,False
151745523,42,114,9,False
636611445,758,1992,638,False
17699870,362,369,43,False
479601642,3855,140,85801,False
55046304,141,390,34,False
376876772,5464,1608,297,False
222242894,509,688,13,False
66050432,930,4370,66,False
973554031,1020,1826,0,False
62340193,2001,10,0,False
6328572,2662,581,350,False
407379007,5378,48,681,False
2488436060,1391,1320,528,False
1494835716,60415,59847,2435,False
73019262,190,104,1367,False
15523710,420,951,426,False
964986038,1878,1188,0,False
389138199,806,2037,1329,False
216788638,348,148,1,False
3221854239,3620,4028,2475,False
51621678,1558,1882,5263,False
4246137673,2572,962,842,False
100930268,436,112,85,False
542071766,221,225,8497,False
312139726,1513,2099,2645,True
20464768,3596,3117,17,False
16248357,6854,6300,128,False
27050357,1364,2372,71,False
463371329,1804,1551,166,False
15113571,18055,9668,1007,False
349660063,292,673,2754,False
2975504542,5638,144,0,False
187297426,372,194,42,False
16475119,204,362,2380,False
89983830,1231,1575,0,False
67052442,10564,7165,79053,False
65500222,569,277,835,False
2477028826,4348,4118,11,False
79042009,39,14,389,False
7764672,2951,2585,917,False
320726331,12838,13552,11756,False
174743659,694,1018,35,False
54266097,1162,1437,9727,False
152901747,202,249,4,False
11351852,,,,
233349852,2868,3027,5790,False
17004618,1757701,1139,44,True
53477624,504,128,10171,False
13413,5979,2401,4159,False
33579246,1361,2383,863,False
633019352,,,,
41287144,16766,362,55,False
2502435974,2003,3078,57,False
7155782,1716,759,3590,False
454440053,3072,2960,7459,False
85131054,85924,1515,243,True
258479092,431,1103,26,False
21156721,835,1350,283,True
246617656,310,328,238,False
2405238980,547,1213,1969,False
117102154,1265,858,337,False
1661246144,739,583,1974,False
18545481,16922,15886,23450,False
22879447,92,314,60,False
1710512438,8,100,0,False
115493849,785,2849,5513,False
68486911,5736,6285,110,False
191170083,489,447,573,False
1235298822,56,98,906,False
175638972,18,25,0,False
171512769,344,129,36,False
18005415,6596,622,0,False
3356482571,21,0,0,False
1595007374,58,698,0,False
102590831,1339,1262,5930,False
111147633,9,38,21,False
17699845,1753,2229,10925,False
993862188,210,1934,8,False
17561562,44808,170,758,False
29012171,231,648,1292,False
483426850,5002,5049,7369,False
213137160,2573,2458,0,False
14772114,3191,427,348,False
127296243,5536,435,54105,False
275798650,1328,393,1866,False
114927963,725,710,104608,False
1376212958,552,314,49,False
3410689588,7326,6210,29710,False
39647774,157,160,800,False
2549934690,380,20,5252,False
43420311,2199,2253,14386,False
860728076,9,8,0,False
76422030,175,6,0,False
2892806795,419,503,12,False
54710888,1040,2020,1609,False
64900345,297,582,1531,False
14777888,263,621,3829,False
17586038,3262,2193,32199,False
738439242,112,305,2792,False
21587518,32,17,3,False
473424274,187,548,340,False
2711171023,1441,1878,2904,False
1511844822,1242,2087,3,False
37343668,628,525,58,False
22067448,1098,1317,49989,False
1553039516,2714,2459,7028,False
266944201,222,388,293,False
1906666825,,,,
21783739,1688,448,26,False
22049176,1195,620,925,False
77563142,19809,757,7870,False
55218049,5929,22,0,False
353879012,105,1222,5098,False
49081085,358,1686,674,False
8472082,1352,1962,3,False
4068653052,770,40,0,False
2986398581,1520,1758,2,False
26632935,3097,2098,861,True
14849448,2409,3928,1564,False
312129169,13078,13381,8658,False
18393982,1407,1100,308,False
14333781,765,2151,247,False
46887082,2242,3015,88,False
39766984,520,1742,590,False
19518552,427,859,119,False
2180959435,585,628,61708,False
343028553,276,391,2676,False
12086332,12394,12328,1849,False
41067762,2524,3073,4271,False
351850150,54143,27446,311,False
14144027,6525,6312,463,False
220087241,509,440,5473,False
35132551,1017,307,12604,False
26536146,3282,1991,18980,False
250305365,3139,2623,935,True
29807088,1306,1107,817,False
19129419,1311,601,615,False
3685845554,42,121,812,False
106912739,170,134,547,False
973546459,658,943,0,False
17928714,1782,1690,3784,False
629512521,3116,2827,3672,False
21565264,1431,2052,23,False
262769492,35,75,8,False
16261513,7316,1658,628,True
342718663,95,82,7285,False
102499134,4124,414,2696,False
28729354,4355,4242,690,False
1155261757,3465,1199,122,False
43811517,2439,2310,6078,False
248057480,173,312,782,False
13526822,1239,972,508,False
53690214,103,106,8,False
22805192,2951,2899,4136,False
112526560,25101,1087,753,True
2892770932,317,194,542,False
3427978935,809,1751,1534,False
27467165,547,720,2529,False
13363682,396,192,657,False
1446408937,7559,1192,4590,True
32786616,4730,1749,109,False
3890312296,1,0,0,False
765763200,8218,7240,38963,False
14535614,783,1723,738,False
2244196914,1855,228,6389,False
1710560114,38,0,0,False
50214291,899,2003,650,False
1099979496,1786,3724,3598,False
3112758273,4,20,4,False
95568205,980,1195,0,False
1781551,18223,2422,8667,False
118354960,667,691,1271,False
66753888,384,852,3189,False
1739468683,109,42,0,False
12289162,374,1253,460,False
40105485,8,6,39,False
99071492,457,335,850,False
2173449500,274,778,18,False
2890828923,1520,3585,50034,False
1968584150,851,1666,264,False
707215658644324353,,,,
14659577,1649,1725,5160,False
603368357,1005,2149,1539,False
705129055348252673,314,256,1580,False
131218499,2587,849,548,False
87991195,440,295,308,False
47025294,3435,965,1133,False
142018794,1039,2027,5872,False
317959069,572,458,2291,False
124137039,1877,1780,7450,False
166682786,1473,1029,270,False
278214197,8122,8912,0,False
466144416,4298,3754,6207,False
100441757,458,460,823,False
316632855,38993,11056,887,False
33665634,602,406,22255,False
525732418,102,466,1514,False
2174620748,621,1913,1,False
127680123,667,547,253,False
822576654,7246,7254,29033,False
27578606,255,236,27,False
2820177629,171,491,182,False
18042918,379,2349,288,False
18407249,3128,4624,496,False
1739450192,83,39,0,False
2318198041,72,154,3,False
143608757,1859,1731,24856,False
337996134,724,966,93,False
7864222,14781,849,317,False
40608796,2533,1808,14668,False
21238463,15,67,20,False
2646474612,394,395,956,False
18455693,2751,3230,38,False
36316787,246,248,61,False
14834574,469,872,894,False
53442077,134,223,1177,False
749748420,12271,12050,4424,False
517568346,5007,3986,0,False
36246939,3072,84,0,True
17497628,37951,406,8688,False
537479483,8964,9590,780,False
11604782,8576,2055,387,True
2831963509,154,434,2,False
3119063535,395,828,374,False
378573722,330,312,1873,False
969919808,459,576,165,False
19695907,5594,5634,1270,False
1722675091,385,1103,577,False
703394778675875844,7169,1207,5330,False
2493553886,910,674,5,False
255624128,1165,417,22,False
14927768,868,812,54,False
4516755989,163,270,232,False
1708639452,6436,3715,222,False
141108912,2463,715,131,True
564910159,51,80,2,False
320719828,193,413,231,False
538699837,754,411,1213,False
4821135339,3636,4381,8408,False
4831906940,87,177,88,False
393932458,882,892,205,False
21103374,280,379,3012,False
132322146,1865,502,1240,False
37212910,933,1443,3576,False
16002456,786,1857,204,False
4703384546,2909,225,121,False
330145442,951,2025,15,False
547676618,200,189,1749,False
18176907,32555,29926,36,False
1027494036,77,93,88,False
5849252,1023,601,62,False
2557719168,19,10,0,False
622857704,1807,841,33,False
1097113405,2172,1902,162,False
27274874,212,201,102,False
103983157,2437,273,258,True
2743000744,1329,601,5346,False
531686758,113,325,48,False
1944368731,489,331,6417,False
889024146,24892,14952,43036,False
1602413564,158,125,1,False
22370512,793,681,1871,False
22815785,133,94,0,False
22489119,1277,1956,494,False
1894735813,4690,4596,1011,False
48745786,913,2040,75,False
200721300,79,519,383,False
454588094,10099,2330,8249,False
860655702,135,706,1767,False
24009528,4542,4991,54,False
3142028589,3,9,196,False
2810009016,4185,5000,91358,False
2955781109,315,382,23,False
12626212,263,751,17,False
1323704508,131,277,34,False
245911695,430,495,346,False
25164879,209,240,2054,False
195097004,1416,337,559,False
3403262584,662,867,1578,False
297686742,1272,1206,596,False
57402193,1950,2365,3861,False
118713637,5553,5654,591,False
492459925,6,44,0,False
500917768,123,96,2683,False
776150707,724,698,5,False
2469669336,70,88,524,False
