"","X","url","sentiment_mean","num_tweets","wc","negativ_ct","positiv_ct","negativ_percent","positiv_percent","emotionality","positivity","log_emotionality","log_wc","log10_wc","sqrt_wc","log_num_tweets"
"15",14,"http://www.cnn.com/2016/02/13/politics/cnn-republican-town-halls-south-carolina/index.html",0.694444417953,108,123,0,3,0,0.0243902439024,0.0243902439024,0.0243902439024,-5.35755200462039,4.81218435537242,2.0899051114394,11.0905365064094,4.68213122712422
"16",15,"http://www.cnn.com/2016/02/17/politics/bernie-sanders-2016-denmark-democratic-socialism/index.html",0.940397322178,151,1993,18,22,0.00903161063723,0.0110386352233,0.0200702458605,0.00200702458605,-5.63879789995254,7.59739632021279,3.29950729870049,44.6430285710994,5.01727983681492
"17",16,"http://www.cnn.com/2016/02/07/politics/us-presidential-election-candidates-feng-shui/index.html",0.925925910473,27,183,1,2,0.00546448087432,0.0109289617486,0.016393442623,0.00546448087432,-5.93073733755856,5.20948615284142,2.26245108973043,13.5277492584687,3.29583686600433
"18",17,"http://www.foxnews.com/world/2016/02/18/pope-tells-trump-building-walls-not-christian-on-way-back-to-walled-in-vatican.html",0.0149253727868,134,339,2,3,0.00589970501475,0.00884955752212,0.0147492625369,0.00294985250737,-6.08321336824636,5.82600010738045,2.53019969820308,18.411952639522,4.89783979995091
"19",18,"http://www.cnn.com/2016/03/06/politics/bernie-sanders-republican-debates-mental-health/index.html",0.151515156031,33,178,4,5,0.0224719101124,0.0280898876404,0.0505617977528,0.00561797752809,-4.30580842952434,5.18178355029209,2.25042000230889,13.3416640641263,3.49650756146648
"20",19,"http://www.cnn.com/2016/03/12/politics/hillary-clinton-donald-trump-chicago-protests/index.html",-0.846590936184,176,309,8,4,0.0258899676375,0.0129449838188,0.0388349514563,-0.0129449838188,-4.68650052718362,5.73334127689775,2.48995847942483,17.5783958312469,5.17048399503815
"21",20,"http://www.cnn.com/2016/03/09/politics/donald-trump-anderson-cooper-primary-florida-ohio/index.html",-0.184466019273,103,181,0,0,0,0,0,0,-Inf,5.19849703126583,2.25767857486918,13.4536240470737,4.63472898822964
"22",21,"http://www.foxnews.com/politics/2016/03/15/fox-news-projects-clinton-wins-north-carolina-florida-ohio.html",0.969696998596,66,423,2,4,0.00472813238771,0.00945626477541,0.0141843971631,0.00472813238771,-6.13955135240089,6.04737217904628,2.62634036737504,20.5669638012031,4.18965474202643
"23",22,"http://www.cnn.com/2016/04/08/politics/ben-carson-donald-trump-twitter-problem/index.html",0.00884955748916,113,28,2,1,0.0714285714286,0.0357142857143,0.107142857143,-0.0357142857143,-3.22239242133452,3.3322045101752,1.44715803134222,5.29150262212918,4.72738781871234
"24",23,"http://www.cnn.com/2016/01/06/politics/ted-cruz-immigration-2016-election/index.html",0.0333333350718,180,1806,15,19,0.00830564784053,0.0105204872647,0.0188261351052,0.00221483942414,-5.73111933623089,7.49886973397693,3.25671774597749,42.4970587217516,5.19295685089021
"25",24,"http://www.cnn.com/2016/01/16/politics/bernie-sanders-south-carolina-democratic-debate/index.html",0.328859061003,149,1318,8,21,0.00606980273141,0.01593323217,0.0220030349014,0.00986342943854,-5.50615365987823,7.18387071506245,3.11991541025799,36.3042697213427,5.00394630594546
"26",25,"http://money.cnn.com/2016/01/26/media/donald-trump-ted-cruz-debate/index.html",0.845070421696,71,528,6,4,0.0113636363636,0.00757575757576,0.0189393939394,-0.00378787878788,-5.72246602447063,6.26909628370626,2.72263392253381,22.9782505861521,4.26267987704132
"27",26,"http://www.politico.com/story/2016/02/rand-paul-campaign-collapse-218716",-0.699999988079,10,3445,27,35,0.00783744557329,0.0101596516691,0.0179970972424,0.00232220609579,-5.7960919572032,8.14467918344776,3.53718922624364,58.6941223633168,2.30258509299405
"28",27,"http://www.cnn.com/2016/01/30/politics/terry-branstad-chris-christie-iowa/index.html",0.15000000596,20,634,5,9,0.00788643533123,0.0141955835962,0.0220820189274,0.00630914826498,-5.50098410808473,6.45204895443723,2.80208925788173,25.1793566240283,2.99573227355399
"29",28,"http://www.cnn.com/2016/02/05/politics/hillary-clinton-spanish-ads-nevada/index.html",0,12,215,2,4,0.0093023255814,0.0186046511628,0.0279069767442,0.0093023255814,-5.16323034886758,5.37063802812766,2.33243845991561,14.6628782986152,2.484906649788
"30",29,"http://www.cnn.com/2016/02/11/politics/democratic-debate-things-to-watch/index.html",0.0208333339542,48,931,11,15,0.0118152524168,0.016111707841,0.0279269602578,0.00429645542427,-5.16219763941705,6.83625927727707,2.96894968098134,30.5122926047847,3.87120101090789
"31",30,"http://www.cnn.com/2016/02/20/politics/nevada-caucus-democrats-2016/index.html",0.803278684616,61,1102,8,18,0.00725952813067,0.016333938294,0.0235934664247,0.00907441016334,-5.40546879042899,7.00488198971286,3.04218159451577,33.1963853453957,4.11087386417331
"32",31,"http://www.cnn.com/2016/02/29/politics/donald-trump-event-protest-rally/index.html",-0.479999989271,225,79,1,1,0.0126582278481,0.0126582278481,0.0253164556962,0,-5.30378074817725,4.36944785246702,1.89762709129044,8.88819441731559,5.41610040220442
"33",32,"http://www.cnn.com/2016/03/05/politics/louis-ck-donald-trump-adolf-hitler/index.html",0.718390822411,174,331,2,1,0.00604229607251,0.00302114803625,0.00906344410876,-0.00302114803625,-6.78572490608627,5.80211837537706,2.51982799377572,18.1934053986603,5.15905529921453
"34",33,"http://www.cnn.com/2016/03/06/politics/puerto-rico-maine-results/index.html",1,64,361,2,1,0.00554016620499,0.00277008310249,0.00831024930748,-0.00277008310249,-6.91089252616588,5.88887795833288,2.55750720190566,19,4.15888308335967
"35",34,"http://www.cnn.com/2016/03/16/politics/primary-election-2016-takeaways/index.html",0.948148131371,135,1191,15,15,0.0125944584383,0.0125944584383,0.0251889168766,0,-5.31106710225412,7.0825485693553,3.07591176148278,34.5108678534748,4.90527477843843
"36",35,"http://www.cnn.com/2016/03/14/politics/mark-burns-bernie-sanders-donald-trump/index.html",1,56,302,1,6,0.00331125827815,0.0198675496689,0.023178807947,0.0165562913907,-5.43104981726871,5.71042701737487,2.48000694295715,17.3781471969828,4.02535169073515
"37",36,"http://www.cnn.com/2016/03/15/politics/ted-cruz-mitch-mcconnell-super-tuesday/index.html",-0.126126125455,111,1005,10,13,0.00995024875622,0.0129353233831,0.0228855721393,0.00298507462687,-5.4494178300095,6.91274282049318,3.00216606175651,31.7017349682947,4.70953020131233
"38",37,"http://www.cnn.com/2016/03/23/politics/primary-election-2016-takeaways/index.html",0.125,24,1055,10,10,0.00947867298578,0.00947867298578,0.0189573459716,0,-5.72109918870444,6.96129604591017,3.02325245963371,32.4807635378234,3.17805383034795
"39",38,"http://www.cnn.com/2016/01/08/politics/charles-koch-financial-times-interview/index.html",-0.893805325031,226,337,5,8,0.0148367952522,0.0237388724036,0.0385756676558,0.00890207715134,-4.69616506304026,5.82008293035236,2.52762990087134,18.3575597506858,5.42053499927229
"40",39,"http://www.foxnews.com/entertainment/2016/04/25/megyn-kelly-will-interview-donald-trump-on-fox-tv-special.html",0.0243902429938,41,301,0,8,0,0.0265780730897,0.0265780730897,0.0265780730897,-5.23361967675976,5.70711026474888,2.47856649559384,17.3493515728975,3.71357206670431
"41",40,"http://www.cnn.com/2016/01/11/opinions/castellanos-having-fun-campaigns/index.html",-0.347826093435,23,506,4,12,0.00790513833992,0.0237154150198,0.0316205533597,0.0158102766798,-4.98299357469357,6.22653666928747,2.7041505168398,22.494443758404,3.13549421592915
"42",41,"http://www.cnn.com/2016/01/11/politics/joe-biden-bernie-sanders-hillary-clinton-income-inequality/index.html",0.852575480938,563,943,6,11,0.00636267232238,0.0116648992577,0.0180275715801,0.00530222693531,-5.79365111942185,6.84906628263346,2.97451169273733,30.7083050655682,6.33327962813969
"43",42,"http://www.politico.com/story/2016/01/hillary-clinton-emails-state-department-denies-mess-217461",-0.136363640428,22,1792,11,11,0.00613839285714,0.00613839285714,0.0122767857143,0,-6.34792330341863,7.49108759353488,3.25333800532611,42.3320209770335,3.09104245335832
"44",43,"http://www.cnn.com/2016/01/11/politics/ben-carson-ted-cruz-sam-pimm-defect/index.html",1,72,451,1,12,0.00221729490022,0.0266075388027,0.0288248337029,0.0243902439024,-5.11654390511341,6.11146733950268,2.65417654187796,21.2367605815953,4.27666611901606
"45",44,"http://www.cnn.com/2016/01/20/politics/ben-carson-barry-bennett-doug-watts/index.html",1,67,511,7,8,0.013698630137,0.0156555772994,0.0293542074364,0.00195694716243,-5.09028888532906,6.2363695902037,2.70842090013471,22.6053091109146,4.20469261939097
"46",45,"http://www.cnn.com/2016/01/21/politics/sam-clovis-trump-faith/index.html",0.434782594442,92,450,1,5,0.00222222222222,0.0111111111111,0.0133333333333,0.00888888888889,-6.22881869049949,6.10924758276437,2.65321251377534,21.2132034355964,4.52178857704904
"47",46,"http://www.cnn.com/2016/01/21/politics/ted-cruz-senate-revolt/index.html",0.691876769066,357,1092,14,12,0.0128205128205,0.010989010989,0.0238095238095,-0.0018315018315,-5.3923174227802,6.99576615630485,3.03822263836872,33.0454232837166,5.87773578177964
"48",47,"http://www.cnn.com/2016/01/28/politics/donald-trump-ted-cruz-anti-establishment/index.html",0.0277777779847,144,2093,35,37,0.0167224080268,0.0176779741997,0.0344003822265,0.000955566172957,-4.8614315948121,7.646353722446,3.32076922833869,45.7493169347915,4.969813299576
"49",48,"http://www.cnn.com/2016/01/25/politics/donald-trump-establishment-2016/index.html",0.00990098994225,101,306,4,1,0.0130718954248,0.00326797385621,0.016339869281,-0.00980392156863,-5.93545974780933,5.72358510195238,2.48572142648158,17.4928556845359,4.61512051684126
"50",49,"http://www.cnn.com/2016/02/07/politics/republican-debate-takeaways/index.html",-0.128205135465,273,1454,17,15,0.0116918844567,0.0103163686382,0.0220082530949,-0.00137551581843,-5.50581155392029,7.28207365809346,3.16256440652302,38.1313519298752,5.60947179518496
"51",50,"http://www.cnn.com/2016/02/19/politics/republican-town-hall-recap/index.html",0.171717166901,99,1299,11,14,0.00846805234796,0.0107775211701,0.0192455735181,0.00230946882217,-5.69932952567247,7.1693500166706,3.11360915107303,36.0416425818802,4.59511985013459
"52",51,"http://www.foxnews.com/politics/2016/02/27/in-fresh-attacks-rubio-takes-on-trump-tries-to-hold-onto-post-debate-bounce.html",0.157894730568,38,564,2,6,0.00354609929078,0.0106382978723,0.0141843971631,0.00709219858156,-6.13955135240089,6.33505425149806,2.75127910398334,23.7486841740758,3.63758615972639
"53",52,"http://www.cnn.com/2016/02/29/politics/marco-rubio-undecided-voters-super-tuesday/index.html",0.785714268684,14,1109,6,9,0.00541027953111,0.00811541929666,0.0135256988278,0.00270513976555,-6.20815305455029,7.01121398735037,3.04493154614916,33.3016516106934,2.63905732961526
"54",53,"http://www.cnn.com/2016/02/27/politics/john-kasich-donald-trump-ohio/index.html",0,54,274,0,3,0,0.0109489051095,0.0109489051095,0.0109489051095,-6.51306958223793,5.61312810638807,2.43775056282039,16.5529453572468,3.98898404656427
"55",54,"http://www.cnn.com/2016/03/14/politics/marco-rubio-florida-advertising/index.html",1,32,419,2,5,0.00477326968974,0.0119331742243,0.0167064439141,0.00715990453461,-5.90345151164012,6.03787091992214,2.6222140229663,20.4694894904587,3.46573590279973
"56",55,"https://www.washingtonpost.com/news/the-fix/wp/2016/03/24/donald-trump-is-not-beating-hillary-clinton-in-the-polls-no-matter-how-many-times-he-says-it/",0.852713167667,129,452,1,6,0.00221238938053,0.0132743362832,0.0154867256637,0.0110619469027,-6.01282404035915,6.11368217983223,2.65513843481138,21.2602916254693,4.85981240436167
"57",56,"http://www.cnn.com/2016/03/31/politics/donald-trump-abortion-hillary-clinton-bernie-sanders/index.html",-0.142857149243,14,33,1,1,0.030303030303,0.030303030303,0.0606060606061,0,-4.04439411935752,3.49650756146648,1.51851393987789,5.74456264653803,2.63905732961526
"58",57,"http://www.cnn.com/2016/03/19/politics/trump-delegate-math-contested-convention/index.html",0.24571429193,175,165,1,1,0.00606060606061,0.00606060606061,0.0121212121212,0,-6.36632221424726,5.10594547390058,2.21748394421391,12.8452325786651,5.16478597392351
"59",58,"http://www.foxnews.com/politics/2016/04/06/wisconsin-reset-after-primary-victory-cruz-claims-turning-point-in-gop-race.html",1,77,659,5,6,0.00758725341426,0.00910470409712,0.0166919575114,0.00151745068285,-5.9047030363691,6.49072353450251,2.81888541459401,25.6709953059869,4.34380542185368
"60",59,"http://www.cnn.com/2016/04/06/politics/wisconsin-primary-election-2016-takeaways/index.html",0.991999983788,125,37,0,0,0,0,0,0,-Inf,3.61091791264422,1.56820172406699,6.08276253029822,4.8283137373023
"61",60,"http://www.cnn.com/2016/04/24/politics/ted-cruz-john-kasich-join-forces-to-stop-donald-trump/index.html",0.442196518183,346,31,1,0,0.0322580645161,0,0.0322580645161,-0.0322580645161,-4.95419631038817,3.43398720448515,1.49136169383427,5.56776436283002,5.84643877505772
"62",61,"http://www.foxnews.com/politics/2016/04/25/cruz-kasich-campaign-announce-collaboration-to-deny-trump-delegates.html",0.824175834656,91,633,4,9,0.00631911532385,0.0142180094787,0.0205371248025,0.00789889415482,-5.60562197128919,6.45047042214418,2.80140371001736,25.1594912508182,4.51085950651685
"63",62,"http://www.cnn.com/2016/02/06/politics/republican-debate-fact-check/index.html",0.24137930572,29,972,8,7,0.0082304526749,0.00720164609053,0.0154320987654,-0.00102880658436,-6.01792190800026,6.87935580446044,2.98766626492627,31.1769145362398,3.36729582998647
"64",63,"http://www.foxnews.com/politics/2016/01/12/clinton-sharpens-attacks-as-loses-ground-in-iowa-nh.html",-0.0112359551713,89,675,6,9,0.00888888888889,0.0133333333333,0.0222222222222,0.00444444444444,-5.49185309633112,6.51471269087253,2.82930377283102,25.9807621135332,4.48863636973214
"65",64,"http://www.foxnews.com/politics/2016/01/05/trump-joins-air-wars-with-hard-hitting-spot-but-will-his-blitz-matter.html",0.203703701496,54,646,14,4,0.0216718266254,0.0061919504644,0.0278637770898,-0.015479876161,-5.16546535325075,6.4707995037826,2.81023251799508,25.4165300542777,3.98898404656427
"66",65,"http://www.politico.com/story/2016/01/ted-cruz-anti-trump-217836",-0.0266666673124,75,2108,20,19,0.00948766603416,0.00901328273245,0.0185009487666,-0.000474383301708,-5.75625693277523,7.65349490966125,3.32387060654051,45.912961132996,4.31748811353631
"67",66,"http://www.cnn.com/2016/01/15/politics/republican-debate-2016-recap/index.html",0.606060624123,165,1287,16,18,0.012432012432,0.013986013986,0.026418026418,0.001554001554,-5.24233349697181,7.16006920759613,3.10957854690439,35.8747822293042,5.10594547390058
"68",67,"http://www.cnn.com/2016/01/14/politics/republican-debate-2016-highlights/index.html",0.194736838341,190,404,2,4,0.0049504950495,0.00990099009901,0.0148514851485,0.0049504950495,-6.07324898203208,6.00141487796115,2.60638136511061,20.0997512422418,5.24702407216049
"69",68,"http://www.cnn.com/2016/01/20/politics/bob-dole-ted-cruz-donald-trump/index.html",0.0265486724675,113,476,7,6,0.0147058823529,0.0126050420168,0.0273109243697,-0.00210084033613,-5.19437804516938,6.16541785423142,2.67760695272049,21.8174242292714,4.72738781871234
"70",69,"http://money.cnn.com/2016/01/29/media/donald-trump-veterans-event/index.html",-0.361111104488,36,485,2,4,0.00412371134021,0.00824742268041,0.0123711340206,0.00412371134021,-6.3368784363555,6.18414889093748,2.68574173860226,22.0227155455452,3.58351893845611
"71",70,"http://www.cnn.com/2016/01/29/politics/marco-rubio-pledge-donald-trump-embarrass/index.html",0.635658919811,129,304,4,4,0.0131578947368,0.0131578947368,0.0263157894737,0,-5.24792751344272,5.71702770140622,2.48287358360875,17.4355957741627,4.85981240436167
"72",71,"http://www.cnn.com/2016/02/05/politics/donald-trump-snow-new-hampshire-town-hall/index.html",-0.419047623873,105,349,3,4,0.00859598853868,0.0114613180516,0.0200573065903,0.00286532951289,-5.63972830414902,5.85507192220243,2.54282542695918,18.6815416922694,4.65396035015752
"73",72,"http://blogs.wsj.com/washwire/2016/02/07/trump-leads-gop-by-wide-margin-in-poll/",1,31,512,3,1,0.005859375,0.001953125,0.0078125,-0.00390625,-7,6.23832462503951,2.70926996097583,22.6274169979695,3.43398720448515
"74",73,"http://www.politico.com/blogs/live-from-des-moines/2016/01/how-long-did-they-speak-218368",0.423076927662,26,1295,9,15,0.00694980694981,0.011583011583,0.0185328185328,0.0046332046332,-5.7537738818542,7.16626597413364,3.11226976841727,35.9861084308932,3.25809653802148
"75",74,"http://www.cnn.com/2016/02/13/politics/republican-debate-things-to-watch/index.html",0.0128205129877,156,1259,13,17,0.010325655282,0.0135027799841,0.0238284352661,0.00317712470214,-5.39117197210954,7.13807303404435,3.10002573010786,35.4823899984203,5.04985600724954
"76",75,"http://www.cnn.com/2016/02/14/politics/marco-rubio-ted-cruz-lies/index.html",-0.136363640428,176,577,3,5,0.0051993067591,0.00866551126516,0.0138648180243,0.00346620450607,-6.17242750864168,6.3578422665081,2.76117581315573,24.0208242989286,5.17048399503815
"77",76,"http://www.cnn.com/2016/02/29/politics/trump-clinton-dominant-as-super-tuesday-looms/index.html",0.800000011921,85,638,2,7,0.00313479623824,0.0109717868339,0.0141065830721,0.00783699059561,-6.14748761232259,6.45833828334479,2.80482067872116,25.2586618806302,4.44265125649032
"78",77,"http://www.cnn.com/2016/03/01/politics/newt-gingrich-donald-trump-kkk-messed-up/index.html",0.866666674614,15,380,2,3,0.00526315789474,0.00789473684211,0.0131578947368,0.00263157894737,-6.2479275134482,5.94017125272043,2.57978359661681,19.4935886896179,2.70805020110221
"79",78,"http://www.foxnews.com/politics/2016/04/03/trump-acknowledges-bad-week-could-have-done-without-heidi-cruz-retweet.html",-0.0869565233588,23,453,7,3,0.0154525386313,0.00662251655629,0.0220750551876,-0.00883002207506,-5.50143914516135,6.11589212548303,2.65609820201283,21.2837966537928,3.13549421592915
"80",79,"http://www.foxnews.com/opinion/2016/01/07/public-school-recruits-students-to-work-for-hillary-clinton-campaign.html",-0.219672128558,305,662,4,9,0.00604229607251,0.0135951661631,0.0196374622356,0.00755287009063,-5.67024768866977,6.49526555593701,2.8208579894397,25.7293606605372,5.72031177660741
"81",80,"http://www.cnn.com/2016/01/03/politics/donald-trump-bill-clinton-fair-game/index.html",-0.619631886482,163,418,3,5,0.00717703349282,0.011961722488,0.0191387559809,0.00478468899522,-5.70735913207796,6.03548143252476,2.62117628177504,20.4450483002609,5.09375020080676
"82",81,"http://www.npr.org/2016/01/08/462345361/trump-in-vermont-i-would-love-to-run-against-bernie",0.870129883289,77,679,7,9,0.0103092783505,0.0132547864507,0.0235640648012,0.00294550810015,-5.4072677642434,6.5206211275587,2.8318697742805,26.0576284415908,4.34380542185368
"83",82,"http://www.npr.org/2016/01/18/463446383/ted-cruz-to-make-17-stops-during-new-hampshire-bus-tour",-0.0625,16,33,0,0,0,0,0,0,-Inf,3.49650756146648,1.51851393987789,5.74456264653803,2.77258872223978
"84",83,"http://www.politico.com/magazine/story/2016/01/2016-gop-primary-crazier-than-you-think-213542",0.00621118023992,161,2121,10,25,0.00471475719,0.011786892975,0.016501650165,0.00707213578501,-5.92124588858703,7.65964295456468,3.32654066851656,46.0543157586778,5.08140436498446
"85",84,"http://www.cnn.com/2016/01/22/politics/rand-paul-senate-seat-democrats-challenger/index.html",-0.20000000298,60,1348,7,18,0.00519287833828,0.013353115727,0.0185459940653,0.00816023738872,-5.75274859140573,7.20637729147225,3.1296898921993,36.7151195013716,4.0943445622221
"86",85,"http://www.cnn.com/2016/01/21/politics/national-review-magazine-opposes-donald-trump/index.html",0.0384615398943,312,321,11,7,0.0342679127726,0.0218068535826,0.0560747663551,-0.01246105919,-4.15650448568102,5.77144112313002,2.50650503240487,17.9164728671689,5.74300318780948
"87",86,"http://www.foxnews.com/politics/2016/01/26/democratic-hopefuls-make-their-pitches-at-last-town-hall-before-iowa-caucuses.html",1,21,573,4,5,0.00698080279232,0.0087260034904,0.0157068062827,0.00174520069808,-5.99246632731666,6.35088571671474,2.75815462196739,23.9374184071716,3.04452243772342
"88",87,"http://www.npr.org/sections/thetwo-way/2016/01/23/464129029/donald-trump-i-could-shoot-somebody-and-i-wouldnt-lose-any-voters",-0.639175236225,97,271,2,6,0.00738007380074,0.0221402214022,0.029520295203,0.0147601476015,-5.08214904135153,5.6021188208797,2.43296929087441,16.4620776331543,4.57471097850338
"89",88,"http://www.cnn.com/2016/01/30/politics/iowa-jeb-bush-debate/index.html",0,30,818,3,12,0.00366748166259,0.0146699266504,0.018337408313,0.0110024449878,-5.76906643732996,6.70686233660275,2.91275330367132,28.6006992921502,3.40119738166216
"90",89,"http://www.npr.org/2016/02/03/465456103/new-hampshire-newspaper-publisher-trump-has-overturned-the-table",1,68,521,6,4,0.0115163147793,0.00767754318618,0.0191938579655,-0.00383877159309,-5.70321146738747,6.25575004175337,2.71683772329952,22.8254244210267,4.21950770517611
"91",90,"http://www.cnn.com/2016/02/12/politics/donald-trump-ted-cruz-dishonest/index.html",-0.119791664183,192,391,8,6,0.0204603580563,0.0153452685422,0.0358056265985,-0.00511508951407,-4.80366987524836,5.96870755998537,2.59217675739587,19.7737199332852,5.25749537202778
"92",91,"http://www.cnn.com/2016/02/29/politics/donald-trump-gop-revolt/index.html",-0.149825781584,287,1285,24,10,0.0186770428016,0.00778210116732,0.0264591439689,-0.0108949416342,-5.24008980282935,7.15851399732932,3.10890312766731,35.8468966578698,5.65948221575962
"93",92,"http://www.cnn.com/2016/02/26/politics/donald-trump-spelling-debate-tweet/index.html",0.604651153088,43,252,5,2,0.0198412698413,0.00793650793651,0.0277777777778,-0.0119047619048,-5.16992500144116,5.52942908751142,2.40140054078154,15.8745078663875,3.76120011569356
"94",93,"http://www.cnn.com/2016/03/10/politics/donald-trump-ohio-trade-pac/index.html",0.0267857145518,112,465,2,3,0.00430107526882,0.00645161290323,0.010752688172,0.00215053763441,-6.5391588111138,6.14203740558736,2.66745295288995,21.5638586528478,4.71849887129509
"95",94,"http://www.politico.com/story/2016/03/donald-trump-blames-bernie-sanders-rally-protests-220671",-1,12,1551,15,10,0.00967117988395,0.00644745325596,0.0161186331399,-0.00322372662798,-5.95512678126224,7.34665516317654,3.19061179781361,39.3827373350304,2.484906649788
"96",95,"http://www.cnn.com/2016/03/13/politics/clinton-sanders-democratic-town-hall-duplicate-2/index.html",-0.885714292526,175,833,10,11,0.0120048019208,0.0132052821128,0.0252100840336,0.00120048019208,-5.30985526258756,6.72503364216684,2.92064500140679,28.8617393793236,5.16478597392351
"97",96,"http://www.cnn.com/2016/03/17/politics/donald-trump-aipac-boycott-protest-rabbis-jewish-leaders/index.html",-0.660256385803,156,789,9,12,0.0114068441065,0.0152091254753,0.0266159695817,0.00380228136882,-5.23156406723736,6.67076632084587,2.89707700320942,28.0891438103763,5.04985600724954
"98",97,"http://www.cnn.com/2016/04/12/politics/trump-cruz-endorsement/index.html",0.189999997616,200,33,0,0,0,0,0,0,-Inf,3.49650756146648,1.51851393987789,5.74456264653803,5.29831736654804
"99",98,"http://www.cnn.com/2016/04/27/politics/donald-trump-foreign-policy-speech/index.html",0.345794379711,214,36,0,0,0,0,0,0,-Inf,3.58351893845611,1.55630250076729,6,5.36597601502185
"100",99,"http://www.foxnews.com/politics/2016/01/06/joe-biden-on-2016-decision-regret-it-every-day.html",-0.0714285746217,70,125,2,1,0.016,0.008,0.024,-0.008,-5.38082178394093,4.8283137373023,2.09691001300806,11.1803398874989,4.24849524204936
"101",100,"http://www.politico.com/story/2016/01/georgia-republican-rep-lynn-westmoreland-to-retire-217466",0.899999976158,20,1218,6,8,0.00492610837438,0.00656814449918,0.0114942528736,0.00164203612479,-6.44294349584411,7.10496544826984,3.08564728829686,34.8998567332303,2.99573227355399
"102",101,"http://www.foxnews.com/politics/2016/01/11/conservative-elite-sounding-bit-panicked-says-trump-will-destroy-gop.html",-0.797297298908,148,937,18,6,0.0192102454642,0.00640341515475,0.025613660619,-0.0128068303095,-5.28694273693785,6.84268328223842,2.97173959088778,30.6104557300279,4.99721227376411
